company,rating,headquarters,salary estimate,job type,size,type,sector,revenue
Plenty,3.6,"South San Francisco, CA",154.0,Full-time,51 to 200 employees,company - private,retail,$5 to $10 million (usd)
Wish,3.3,"San Francisco, CA",162.5,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd)
DocuSign,4.6,"San Francisco, CA",164.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
Juniper Networks,3.9,"Cupertino, CA",120.5,Full-time,5001 to 10000 employees,company - public,telecommunications,$2 to $5 billion (usd)
Discord,4.8,"San Francisco, CA",125.0,Full-time,51 to 200 employees,company - private,information technology,$1 to $5 million (usd)
SoFi,3.6,"San Francisco, CA",154.0,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
"VIZIO, Inc.",4.1,"San Francisco, CA",151.0,Full-time,501 to 1000 employees,company - public,information technology,$2 to $5 billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Komodo Health,4.5,"San Francisco, CA",147.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
eBay Inc.,4.0,"San Francisco, CA",148.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
SoFi,3.6,"San Francisco, CA",152.5,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
Afresh,5.0,"San Francisco, CA",127.0,Full-time,1 to 50 employees,company - private,retail,unknown / non-applicable
Heluna Health,3.4,"Sacramento, CA",98.5,Full-time,1001 to 5000 employees,nonprofit organization,non-profit,$50 to $100 million (usd)
Facebook,4.3,"Burlingame, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Faire,4.7,"San Francisco, CA",127.5,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable
StubHub,3.4,"San Francisco, CA",157.5,Full-time,1001 to 5000 employees,company - private,"arts, entertainment & recreation",$1 to $2 billion (usd)
Vectra,2.8,"San Jose, CA",135.0,Full-time,51 to 200 employees,company - private,accounting & legal,$50 to $100 million (usd)
The Climate Corporation,3.5,"San Francisco, CA",129.5,Full-time,501 to 1000 employees,subsidiary or business segment,information technology,unknown / non-applicable
Thermo Fisher Scientific,3.8,"South San Francisco, CA",124.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Feedzai,4.0,"San Mateo, CA",132.0,Full-time,201 to 500 employees,company - private,information technology,$50 to $100 million (usd)
Carta,3.9,"San Francisco, CA",135.5,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Dictionary.com,3.0,"Oakland, CA",135.0,Full-time,1 to 50 employees,subsidiary or business segment,information technology,unknown / non-applicable
Opendoor,3.8,"San Francisco, CA",144.0,Full-time,1001 to 5000 employees,company - public,real estate,$5 to $10 billion (usd)
Capital One - US,4.1,"San Francisco, CA",142.5,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
Amazon,3.8,"San Francisco, CA",174.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
CitiusTech,3.8,"San Francisco, CA",114.5,Full-time,1001 to 5000 employees,company - private,information technology,$100 to $500 million (usd)
freshworks,4.3,"San Mateo, CA",129.5,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Turo,4.5,"San Francisco, CA",141.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",141.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Confluent,4.6,"Mountain View, CA",133.0,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
Fiserv,3.3,"San Jose, CA",110.5,Full-time,10000+ employees,company - public,finance,$5 to $10 billion (usd)
Moody's Corporation,3.8,"San Francisco, CA",144.5,Full-time,10000+ employees,company - public,finance,$2 to $5 billion (usd)
Roche,4.3,"South San Francisco, CA",137.0,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
"Agilent Technologies, Inc.",4.3,"Santa Clara, CA",118.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
CBS Interactive,4.0,"San Francisco, CA",152.5,Full-time,1001 to 5000 employees,subsidiary or business segment,media,unknown / non-applicable
Workday,4.3,"Pleasanton, CA",151.0,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Niantic,3.5,"San Francisco, CA",146.0,Full-time,501 to 1000 employees,company - private,media,unknown / non-applicable
Granular,3.6,"San Francisco, CA",145.5,Full-time,201 to 500 employees,company - public,information technology,unknown / non-applicable
Embark Trucks,4.4,"San Francisco, CA",147.5,Full-time,51 to 200 employees,company - private,transportation & logistics,unknown / non-applicable
dunnhumby,4.1,"West Sacramento, CA",74.0,Full-time,1001 to 5000 employees,company - private,business services,$500 million to $1 billion (usd)
Embark Trucks,4.4,"San Francisco, CA",153.5,Full-time,51 to 200 employees,company - private,transportation & logistics,unknown / non-applicable
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
kover,4.0,"San Francisco, CA",127.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Facebook,4.3,"San Francisco, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Twilio,4.4,"San Francisco, CA",166.5,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Facebook,4.3,"Menlo Park, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Vitria Technology,3.5,"Menlo Park, CA",125.0,Full-time,201 to 500 employees,company - private,information technology,$25 to $50 million (usd)
Change Healthcare,3.4,"Emeryville, CA",137.0,Full-time,10000+ employees,company - public,information technology,unknown / non-applicable
ABD Insurance and Financial Services,4.7,"San Francisco, CA",95.0,Full-time,201 to 500 employees,company - private,insurance,$50 to $100 million (usd)
PicnicHealth,4.7,"San Francisco, CA",140.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Stitch Fix,3.7,"San Francisco, CA",137.0,Full-time,5001 to 10000 employees,company - public,retail,$500 million to $1 billion (usd)
Pinterest,4.3,"San Francisco, CA",146.5,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd)
Houzz,4.0,"Palo Alto, CA",129.5,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Facebook,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Amazon,3.8,"San Francisco, CA",144.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Workday,4.3,"San Francisco, CA",138.0,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
23andMe,4.1,"Sunnyvale, CA",133.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
PicnicHealth,4.7,"San Francisco, CA",131.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
DataVisor,4.5,"Mountain View, CA",124.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Kuaishou Technology,4.1,"Palo Alto, CA",108.0,Full-time,5001 to 10000 employees,company - private,information technology,unknown / non-applicable
23andMe,4.1,"Sunnyvale, CA",133.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Blue River Technology,4.5,"Sunnyvale, CA",134.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
DataVisor,4.5,"Mountain View, CA",124.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
PicnicHealth,4.7,"San Francisco, CA",131.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Stitch Fix,3.7,"San Francisco, CA",137.5,Full-time,5001 to 10000 employees,company - public,retail,$500 million to $1 billion (usd)
Kuaishou Technology,4.1,"Palo Alto, CA",108.0,Full-time,5001 to 10000 employees,company - private,information technology,unknown / non-applicable
PicnicHealth,4.7,"San Francisco, CA",140.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Metromile,4.3,"San Francisco, CA",155.5,Full-time,201 to 500 employees,company - public,insurance,unknown / non-applicable
Sentient Energy,3.9,"Santa Clara, CA",136.0,Full-time,10000+ employees,company - private,"oil, gas, energy & utilities",$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",152.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
SoFi,3.6,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
CVS Health,3.1,"San Francisco, CA",174.0,Full-time,10000+ employees,company - public,health care,$10+ billion (usd)
CircleCI,3.8,"San Francisco, CA",147.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",120.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Facebook,4.3,"Fremont, CA",150.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Marqeta,4.5,"Oakland, CA",149.0,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Arkose Labs,4.4,"San Francisco, CA",103.0,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
Collective Health,3.8,"San Francisco, CA",139.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",146.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Veeva Systems,4.1,"Pleasanton, CA",125.0,Full-time,1001 to 5000 employees,company - public,information technology,$1 to $2 billion (usd)
Wish,3.3,"San Francisco, CA",182.5,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd)
Snapchat,4.2,"San Francisco, CA",159.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Visual Concepts,4.2,"Novato, CA",120.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Amazon,3.8,"Sunnyvale, CA",138.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
UC San Francisco Academic,4.1,"San Francisco, CA",116.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
Sisu,4.1,"San Francisco, CA",122.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
C3 AI,4.6,"Redwood City, CA",127.5,Full-time,501 to 1000 employees,company - public,information technology,$100 to $500 million (usd)
Snapchat,4.2,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Facebook,4.3,"Burlingame, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Forethought,5.0,"San Francisco, CA",125.0,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Snapchat,4.2,"Mountain View, CA",167.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Snapchat,4.2,"San Francisco, CA",154.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Sitecore,3.6,"San Francisco, CA",133.0,Full-time,501 to 1000 employees,company - private,information technology,$50 to $100 million (usd)
Spartan Technologies,3.0,"San Francisco, CA",132.0,Full-time,1 to 50 employees,company - private,information technology,$5 to $10 million (usd)
PG&E Corporation,3.8,"San Francisco, CA",121.0,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Nextdoor,4.6,"San Francisco, CA",158.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Cisco Systems,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - private,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
KPMG,3.9,"San Francisco, CA",124.5,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
VMware,4.3,"Palo Alto, CA",156.5,Part-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
FICO,3.9,"San Jose, CA",136.0,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Surya Systems,4.0,"San Francisco, CA",140.0,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Levi Strauss & Co.,4.1,"San Francisco, CA",129.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd)
Synapse Financial Technologies Inc,3.8,"San Francisco, CA",116.0,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Exponent,3.6,"Menlo Park, CA",142.0,Full-time,1001 to 5000 employees,company - public,business services,$100 to $500 million (usd)
Xerox,3.2,"Palo Alto, CA",120.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",156.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Intel,4.1,"Santa Clara, CA",139.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
PG&E Corporation,3.8,"San Francisco, CA",112.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Lawrence Livermore National Laboratory,4.6,"Livermore, CA",124.0,Full-time,5001 to 10000 employees,government,government,$1 to $2 billion (usd)
Parker Institute for Cancer Immunotherapy,4.0,"San Francisco, CA",153.5,Full-time,51 to 200 employees,nonprofit organization,non-profit,unknown / non-applicable
Embark Trucks,4.4,"San Francisco, CA",147.5,Full-time,51 to 200 employees,company - private,transportation & logistics,unknown / non-applicable
Goldman Sachs,4.0,"Menlo Park, CA",165.0,Full-time,10000+ employees,company - public,finance,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Punchh,4.1,"San Mateo, CA",175.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Vitria Technology,3.5,"Menlo Park, CA",125.0,Full-time,201 to 500 employees,company - private,information technology,$25 to $50 million (usd)
Twilio,4.4,"San Francisco, CA",166.5,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Extend,4.6,"San Francisco, CA",147.0,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
ABD Insurance and Financial Services,4.7,"San Francisco, CA",95.0,Full-time,201 to 500 employees,company - private,insurance,$50 to $100 million (usd)
Guidehouse,3.8,"San Francisco, CA",147.5,Full-time,5001 to 10000 employees,company - private,business services,unknown / non-applicable
Pinterest,4.3,"San Francisco, CA",146.5,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd)
Facebook,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Twitch,3.9,"San Francisco, CA",89.5,Full-time,1001 to 5000 employees,subsidiary or business segment,information technology,unknown / non-applicable
Adobe,4.4,"San Francisco, CA",139.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Facebook,4.3,"Menlo Park, CA",159.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"San Francisco, CA",115.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Workday,4.3,"San Francisco, CA",138.0,Full-time,10000+ employees,company - public,information technology,$2 to $5 billion (usd)
Blue River Technology,4.5,"Sunnyvale, CA",134.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Houzz,4.0,"Palo Alto, CA",129.5,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Aruba Networks,4.2,"Santa Clara, CA",134.5,Full-time,5001 to 10000 employees,company - public,information technology,$2 to $5 billion (usd)
DataVisor,4.5,"Mountain View, CA",124.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
NextEra Energy,3.8,"San Francisco, CA",155.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
Kuaishou Technology,4.1,"Palo Alto, CA",108.0,Full-time,5001 to 10000 employees,company - private,information technology,unknown / non-applicable
PicnicHealth,4.7,"San Francisco, CA",131.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Stitch Fix,3.7,"San Francisco, CA",137.5,Full-time,5001 to 10000 employees,company - public,retail,$500 million to $1 billion (usd)
Uber,4.0,"Palo Alto, CA",123.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
PicnicHealth,4.7,"San Francisco, CA",140.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Metromile,4.3,"San Francisco, CA",155.5,Full-time,201 to 500 employees,company - public,insurance,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",152.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Sentient Energy,3.9,"Santa Clara, CA",136.0,Full-time,10000+ employees,company - private,"oil, gas, energy & utilities",$10+ billion (usd)
Blue Shield of California,4.3,"Oakland, CA",127.0,Full-time,5001 to 10000 employees,nonprofit organization,insurance,$10+ billion (usd)
Galvanize Inc.,4.5,"San Francisco, CA",93.0,Part-time,201 to 500 employees,company - private,education,unknown / non-applicable
23andMe,4.1,"Sunnyvale, CA",133.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Sentient Energy,3.9,"Santa Clara, CA",136.0,Full-time,10000+ employees,company - private,"oil, gas, energy & utilities",$10+ billion (usd)
23andMe,4.1,"Sunnyvale, CA",133.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Shoe Palace Corporation,3.5,"Morgan Hill, CA",116.5,Full-time,1001 to 5000 employees,company - private,retail,$25 to $50 million (usd)
SoFi,3.6,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - private,finance,unknown / non-applicable
CVS Health,3.1,"San Francisco, CA",174.0,Full-time,10000+ employees,company - public,health care,$10+ billion (usd)
Square,4.3,"San Francisco, CA",99.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
Acumen LLC,3.3,"Burlingame, CA",85.5,Full-time,501 to 1000 employees,company - private,government,$10 to $25 million (usd)
Dolby,4.3,"San Francisco, CA",88.0,Full-time,1001 to 5000 employees,company - public,information technology,$1 to $2 billion (usd)
Ease,3.4,"San Francisco, CA",91.0,Full-time,51 to 200 employees,company - private,information technology,unknown / non-applicable
Bayer,4.1,"Berkeley, CA",131.0,Full-time,10000+ employees,company - private,biotech & pharmaceuticals,$10+ billion (usd)
CircleCI,3.8,"San Francisco, CA",147.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Varo,3.7,"San Francisco, CA",137.5,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",120.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Alten,3.2,"San Francisco, CA",96.0,Full-time,10000+ employees,company - private,business services,$2 to $5 billion (usd)
Facebook,4.3,"Fremont, CA",150.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
"Bio-Rad Laboratories, Inc.",3.5,"Hercules, CA",104.5,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Equinix,4.4,"Sunnyvale, CA",123.0,Internship,5001 to 10000 employees,company - public,information technology,$2 to $5 billion (usd)
Splunk,4.1,"San Francisco, CA",197.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Marqeta,4.5,"Oakland, CA",149.0,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Adobe,4.4,"San Jose, CA",144.0,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Hearth,2.9,"San Francisco, CA",84.0,Full-time,1 to 50 employees,company - public,"construction, repair & maintenance",less than $1 million (usd)
CPP Investments,3.7,"San Francisco, CA",153.5,Full-time,1001 to 5000 employees,self-employed,finance,$10+ billion (usd)
Salesforce,4.4,"San Francisco, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Square,4.3,"San Francisco, CA",153.5,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
Collective Health,3.8,"San Francisco, CA",139.5,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Veeva Systems,4.1,"Pleasanton, CA",125.0,Full-time,1001 to 5000 employees,company - public,information technology,$1 to $2 billion (usd)
Amazon,3.8,"San Francisco, CA",106.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Blue Owl,4.8,"San Francisco, CA",146.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
eBay Inc.,4.0,"San Jose, CA",135.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
VMware,4.3,"Palo Alto, CA",156.5,Part-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Blue River Technology,4.5,"Sunnyvale, CA",118.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Wish,3.3,"San Francisco, CA",182.5,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd)
Levi Strauss & Co.,4.1,"San Francisco, CA",155.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd)
Snapchat,4.2,"San Francisco, CA",159.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
New Relic,3.9,"San Francisco, CA",113.0,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd)
Visual Concepts,4.2,"Novato, CA",120.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable
Amazon,3.8,"Sunnyvale, CA",138.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Faire,4.7,"San Francisco, CA",125.5,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable
UC San Francisco Academic,4.1,"San Francisco, CA",116.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd)
DoorDash,3.9,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Xerox,3.2,"Palo Alto, CA",133.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
AppZen,3.9,"San Jose, CA",145.0,Full-time,51 to 200 employees,company - private,finance,$1 to $5 million (usd)
DoorDash,3.9,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Xerox,3.2,"Palo Alto, CA",133.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Aspire Public Schools,3.8,"Oakland, CA",115.0,Full-time,1001 to 5000 employees,school / school district,education,$100 to $500 million (usd)
AppZen,3.9,"San Jose, CA",145.0,Full-time,51 to 200 employees,company - private,finance,$1 to $5 million (usd)
"Bio-Rad Laboratories, Inc.",3.5,"Hercules, CA",134.0,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Faire,4.7,"San Francisco, CA",125.5,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable
Dell Technologies,4.2,"San Francisco, CA",103.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Sisu,4.1,"San Francisco, CA",122.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Picarro,3.0,"Santa Clara, CA",137.0,Full-time,1 to 50 employees,company - private,manufacturing,$25 to $50 million (usd)
C3 AI,4.6,"Redwood City, CA",127.5,Full-time,501 to 1000 employees,company - public,information technology,$100 to $500 million (usd)
KPMG,3.9,"San Francisco, CA",124.0,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
Snapchat,4.2,"San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Facebook,4.3,"Burlingame, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
KPMG,3.9,"San Francisco, CA",124.5,Full-time,10000+ employees,company - private,business services,$1 to $2 billion (usd)
Forethought,5.0,"San Francisco, CA",125.0,Full-time,1 to 50 employees,company - private,information technology,less than $1 million (usd)
Snapchat,4.2,"Mountain View, CA",167.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
The Climate Corporation,3.5,"San Francisco, CA",137.5,Full-time,501 to 1000 employees,subsidiary or business segment,information technology,unknown / non-applicable
Pendulum.co,4.3,"San Francisco, CA",137.5,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Spartan Technologies,3.0,"San Francisco, CA",132.0,Full-time,1 to 50 employees,company - private,information technology,$5 to $10 million (usd)
TargetCW,4.4,"San Francisco, CA",127.5,Full-time,51 to 200 employees,company - private,business services,$100 to $500 million (usd)
PG&E Corporation,3.8,"San Francisco, CA",121.0,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
NVIDIA,4.7,"Santa Clara, CA",164.5,Full-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
Nextdoor,4.6,"San Francisco, CA",158.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Big Fish Games,3.3,"Oakland, CA",159.0,Full-time,501 to 1000 employees,subsidiary or business segment,media,$50 to $100 million (usd)
Williams Sonoma,3.1,"San Francisco, CA",84.0,Full-time,10000+ employees,company - public,retail,$5 to $10 billion (usd)
Facebook,4.3,"Menlo Park, CA",153.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Cisco Systems,4.3,"San Francisco, CA",152.5,Full-time,10000+ employees,company - private,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Diffbot,4.6,"Menlo Park, CA",139.0,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Lucid Motors,4.1,"Newark, CA",141.5,Full-time,1001 to 5000 employees,company - private,manufacturing,unknown / non-applicable
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Palo Alto Networks,3.9,"San Francisco, CA",104.0,Full-time,5001 to 10000 employees,company - public,information technology,$2 to $5 billion (usd)
Pinterest,4.3,"San Francisco, CA",153.5,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd)
VMware,4.3,"San Francisco, CA",141.5,Part-time,10000+ employees,company - public,information technology,$5 to $10 billion (usd)
SupportLogic,5.0,"Santa Clara, CA",99.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
PG&E Corporation,3.8,"San Francisco, CA",101.5,Full-time,10000+ employees,company - public,"oil, gas, energy & utilities",$10+ billion (usd)
FICO,3.9,"San Jose, CA",136.0,Full-time,1001 to 5000 employees,company - public,information technology,$500 million to $1 billion (usd)
Facebook,4.3,"Menlo Park, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Tapjoy,3.6,"San Francisco, CA",147.5,Full-time,201 to 500 employees,company - private,information technology,$10 to $25 million (usd)
Uber,4.0,"San Francisco, CA",170.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Facebook,4.3,"Menlo Park, CA",156.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Amazon,3.8,"San Francisco, CA",151.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
