company,rating,job title,headquarters,salary estimate,job type,size,type,sector,revenue,job description
Wish,3.3,"Sr. Data Scientist, Logistics","San Francisco, CA",182.5,Full-time,501 to 1000 employees,company - public,retail,$1 to $2 billion (usd),"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description"
Levi Strauss & Co.,4.1,Data Engineer,"San Francisco, CA",155.5,Part-time,10000+ employees,company - public,retail,$2 to $5 billion (usd),"JOB DESCRIPTION
At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.
We are taking one of the world’s most iconic brands into the next century:
from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.
Be a pioneer in the fashion industry by joining our global Data, Analytics & AI “startup with assets,” where you will have the chance to build exciting solutions that will impact our Global business and at the same time be part of a bigger, across-continents, data community.
As a Senior Big Data Engineer, you will bring to life and execute architecture blueprints & help our teams by mapping out solutions to some of their complex technical challenges. You’ll provide technical expertise, mitigate risk and offer solutions tailored for their business needs. From migrations of existing workloads to building advanced cloud solutions, you’ll help shape and execute to increase agility, improve security, reduce costs and meet utilization targets.
San Francisco, CA, USA
Full time"
Snapchat,4.2,"Machine Learning Engineer, 5+ Years Experience - San Francisco","San Francisco, CA",159.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable,"Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. We’re deeply committed to the well-being of everyone in our global community, which is why our values are at the root of everything we do. We move fast, with precision, and always execute with privacy at the forefront.
Some core features we build and maintain include Snapchat’s Camera, Creative Tools, Maps, Chat, Memories, Stories, Discover, Games, and Minis. Our Infrastructure teams deliver an innovative and cost-efficient platform that ensures Snapchat is the fastest way to communicate with your friends, no matter where you are in the world. We have one of the fastest growing digital ad platforms, and our Monetization teams drive measurable returns for advertisers through novel ad formats like Augmented Reality. As a Snap Engineering team member, you’ll help us build the future of communication."
New Relic,3.9,Marketing Senior Data Analyst/Scientist - Remote,"San Francisco, CA",113.0,Full-time,1001 to 5000 employees,company - public,information technology,$100 to $500 million (usd),"Please note that visa sponsorship is not available for this position.
We are excited to consider a remote analyst for this role! Remote team members will be expected to work out of their home office.
Your Opportunity
New Relic is the industry’s largest and most comprehensive SaaS-based observability platform built to create more perfect software. We are passionate about providing solutions and tools that help development and operations teams monitor, troubleshoot, and optimize the performance of their applications and infrastructure. And, we have a ton of fun doing amazing work!
We are searching for a Senior Data Analyst/Scientist who will support the Marketing organization and report to our Director of Marketing Analytics. In this role, you will be responsible for evaluating the impact of our demand generation and integrated campaigns, measuring end-to-end marketing funnel performance, producing dashboards to report on our important metrics, and performing data analyses to optimize marketing performance for business operation, planning and budgeting purposes."
Visual Concepts,4.2,Machine Learning Engineer,"Novato, CA",120.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable,"Who We Are:
At Visual Concepts, we believe great games are made by diverse and empowered teams with a shared passion for play. As one of the world's top game development studios, we have shipped over 100 multi-sku titles to critical acclaim and commercial success. Our teams are independent and entrepreneurial. Our studios in Agoura Hills, Novato, Orange County, Budapest, Shanghai, Austin, San Jose, Vancouver and Seoul are committed to artistry and technical innovation, offering top candidates the opportunity to learn and grow with some of the smartest and most creative minds in the industry.

What You Will Do:
Help design and develop machine learning models to solve classification, pose estimation, character transition, and mesh generation problems.
Implement data processing, scraping, and annotation procedures to prepare model training data
Work with our internal game engine to integrate and visualize model inference results


Bachelor's degree in Computer Science, Maths, or related discipline
3+ years of programming experience in Python with specific experience using Numpy and OpenCV
Experience solving supervised learning problems with modern Machine Learning libraries such as TensorFlow and PyTorch
Strong understanding of 3D Maths including quaternions, linear algebra, and 3D matrix transformations
Some experience in C/C++


Experience working in game development a plus
Experience working with 3D game engines such as Unity and Unreal a plus.

Please note that Visual Concepts Entertainment and 2K Games never use instant messaging apps or personal email accounts to contact prospective employees or conduct interviews. When emailing, only use VCentertainment.com and 2K.com accounts."
Amazon,3.8,"Data Scientist, Alexa AI","Sunnyvale, CA",138.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Master’s or PhD in a relevant field
2+ years experience with various data analysis and visualization tools
Experience in Perl, Python, or another scripting language; command line usage
Experience with various machine learning techniques and parameters that affect their performance
Interested in Amazon Alexa? We’re building the speech and language solutions behind Amazon products and services. Come join us!

As a Data Scientist, you will be responsible for data-driven improvements to our spoken language understanding models. Your work will directly impact our customers in the form of products and services that make use of speech and language technology.


·
·
·
·
·
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us"
Faire,4.7,"Senior Data Scientist - Machine Learning, Personalization","San Francisco, CA",125.5,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable,"About Faire

Faire is an online wholesale marketplace built on the belief that the future of retail is local. There are over 1M independent retailers in the U.S. and Canada doing more than twice the revenue of Walmart and Amazon combined. At Faire, we're using the power of technology and data to connect a growing community of over 150,000 brands and independent retailers around the world. Picture your favorite boutique in town — we help them discover the best products to sell in their stores. By empowering entrepreneurs with the right tools and insights, we believe that we can level the playing field so that small businesses can compete with big box and e-commerce giants. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.

Senior Data Scientist - Machine Learning, Personalization

Faire is using machine learning to change wholesale and help local retailers compete with Amazon and big box stores. Our experienced data scientists and machine learning engineers are developing solutions related to discovery, ranking, search, recommender systems, logistics, underwriting, and more - all with the goal of helping local retail thrive.

Job Description

The Data Science team owns a wide variety of algorithms and models that power the marketplace. We care about building machine learning models that help our customers thrive.

As a Senior Data Scientist - Machine Learning on the Personalization team you'll be responsible for developing machine learning-powered ranking models and adding personalization to our search and discovery. You'll determine answers to questions like, how relevant is this product to this retailer and how can we infer that in real-time? Can we create real-time embeddings of users' interests and use them to power ranking? How can we improve purchase flow? What techniques can we use to enable our A/B tests to more quickly converge when dealing with low sample sizes?

Our team already includes experienced Data Scientists from Square, Quora, TripAdvisor, Instacart, and TripAdvisor; and the head of the team is an experienced manager from Airbnb who is also a professor of machine learning at UC Berkeley. Faire will soon be known as a top destination for data scientists and machine learning, and you will help take us there!

You're excited about this role because…

You'll be able to work on cutting-edge ranking problems combining a wide variety of data about our retailers, brands and products
You want to use machine learning to help local retailers and independent brands succeed
You want to be a foundational member of a fast growing company
You like to solve challenging problems related to a two-sided marketplace

Qualifications

3+ years of industry experience using machine learning to solve real-world problems, and a history of accomplishment and advancement in your Data Science career
Experience with learning to rank (pointwise, pairwise, listwise models and understanding the trade-offs associated with each)
Strong programming skills. The tooling/language isn't important. (e.g., numpy, pandas, scikit-learn, R, Julia, etc.)
An excitement and willingness to learn new tools and techniques
Experience with relational databases and SQL
The ability to contribute to team strategy and to lead model development without supervision
Strong communication skills and the ability to work with others in a closely collaborative team environment


Master's or PhD in Computer Science, Statistics, or related STEM fields
Experience with Neural Network models for ranking
Experience with de-biasing and new learning to rank models
Ability to quickly implement state of the art algorithms from an academic paper


We're growing fast. You will get in early on something that's going to be special.
We're funded by the best VCs in the world.
Our founding team is experienced and led the development of one of the top 25 apps in the US App Store (Square Cash).
Great technology stack. It's fun to work with the best tools and the latest software.
The business makes sense. It's straightforward and provides clear value to both retailers and brands. You get to help change an entire industry for the better.
It's beautiful. Work on something that's well-designed, following the footsteps of Apple and Square.

Why you'll love working at Faire

Faire is being built for entrepreneurs, by entrepreneurs. We believe entrepreneurship is a calling and our mission is to empower entrepreneurs to chase their dreams. Every member of our team is an owner of the business and taking part in the founding process.
We are leveraging the power of product innovation and machine learning to connect brands and boutiques from all over the world, building a growing community of over 100,000 small business owners.
Everything we do is ultimately in the service of helping our customers grow their business because our goal is to grow the pie - not steal a piece from it. Running a small business is hard work, but using Faire makes it easy.
Inquisitive by default, we explore every possibility, test every assumption, and develop creative solutions to the challenges at hand. We lead with curiosity and data in our decision making, and reason from a first principles mentality.

Faire was founded in 2017 by a team of early product and engineering leads from Square. We're backed by some of the top investors in retail and tech including: Y Combinator, Lightspeed Venture Partners, Forerunner Ventures, Khosla Ventures, Sequoia Capital, Founders Fund, and DST Global. We have headquarters in San Francisco and Kitchener-Waterloo, and a global employee presence across offices in Salt Lake City, Atlanta, Toronto, London and Sao Paulo. To learn more about Faire and our customers, you can read more on our blog .

Faire provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity or gender expression."
UC San Francisco Academic,4.1,Data Science Specialist,"San Francisco, CA",116.5,Full-time,10000+ employees,college / university,education,$25 to $50 million (usd),"Application Window
Open date: September 18th, 2020
Last review date: Saturday, May 1, 2021 at 11:59pm (Pacific Time)
Applications received after this date will be reviewed by the search committee if the position has not yet been filled.
Final date: Friday, Mar 18, 2022 at 11:59pm (Pacific Time)
Applications will continue to be accepted until this date, but those received after the review date will only be considered if the position has not yet been filled.
Position description"
DoorDash,3.9,"Senior Data Scientist, Machine Learning (Multiple Teams)","San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable,"Come help us build the world's most reliable on-demand, logistics engine for delivery! We are bringing on talented senior Data Scientists to help us develop and improve the models that power DoorDash's three-sided marketplace of consumers, merchants, and dashers. We are looking for Economists, Physicists, Mathematicians, Statisticians, and senior quantitative researchers from all disciplines. You can read more about the types of Data Scientists we are looking for in our blog post Wanted: Data Scientists with Technical Brilliance AND Business Sense .
As a senior Data Scientist, you will have the opportunity to leverage our robust data and machine learning infrastructure to develop inference and optimization models that impact millions of users across our three audiences and tackle our most challenging business problems. You will work with other data scientists, engineers, analysts, and product managers to develop and iterate on models to help us grow our business.
Example Projects
Use casual inference to forecast the supply of available dashers as well as incoming delivery demand
Improve our recommendation, personalization and ranking algorithms (read more about it here )
Build econometric models for next generation pricing and pay algorithms
Improve operations research models used in real time vehicle routing in major metropolitan areas
Predict food preparation time for over 50,000 merchant partners
About You
High-energy and confident — you’ll do whatever it takes to win
You’re an owner — driven, focused, and quick to take ownership of your work
Humble — you’re willing to jump in and you’re open to feedback
Adaptable, resilient, and able to thrive in ambiguity — things change quickly in our fast-paced startup and you’ll need to be able to keep up!
Growth-minded — you’re eager to expand your skill set and excited to carve out your career path in a hyper-growth setting
Desire for impact — ready to take on a lot of responsibility and work collaboratively with your team
Qualifications
5+ years of industry experience developing inference and optimization models with business impact — more experience preferred
Masters or PhD in Statistics, Economics, Mathematics, Physics, Economics, Operations Research, or other quantitative field
Deep understanding of at least one of probability, statistics, machine learning, causal inference, prediction, forecasting, optimization
Demonstrated coding and programming abilities (Python preferred)
Why You’ll Love Working at DoorDash
We are leaders - Leadership is not limited to our management team. It’s something everyone at DoorDash embraces and embodies.
We are doers - We believe the only way to predict the future is to build it. Creating solutions that will lead our company and our industry is what we do -- on every project, every day.
We are learning - We’re not afraid to dig in and uncover the truth, even if it’s scary or inconvenient. Everyone here is continually learning on the job, no matter if we’ve been in a role for one year or one minute.
We are customer obsessed - Our mission is to grow and empower local economies. We are committed to our customers, merchants, and dashers and believe in connecting people with possibility.
We are all DoorDash - The magic of DoorDash is our people, together making our inspiring goals attainable and driving us to greater heights.
We offer great compensation packages and comprehensive health benefits.
About DoorDash
DoorDash is a technology company that connects customers with their favorite local and national businesses in over 4,000 cities and all 50 states across the United States and Canada. Founded in 2013, DoorDash empowers merchants to grow their businesses by offering on-demand delivery, data-driven insights, and better in-store efficiency, providing delightful experiences from door to door. By building the last-mile delivery infrastructure for local cities, DoorDash is bringing communities closer, one doorstep at a time. Read more on the DoorDash blog or at www.doordash.com .
Our Commitment to Diversity and Inclusion
We’re committed to growing and empowering a more inclusive community within our company, industry, and cities. That’s why we hire and cultivate diverse teams of the best and brightest from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel."
Xerox,3.2,Machine Learning Scientist,"Palo Alto, CA",133.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"City: Palo Alto, Cary
State/Province: California, North Carolina
Country: United States
Department: Research & Development
Date: Friday, November 20, 2020
Working time: Full-time
Ref#: 20009907
Job Level: Individual Contributor"
AppZen,3.9,Machine Learning Engineer,"San Jose, CA",145.0,Full-time,51 to 200 employees,company - private,finance,$1 to $5 million (usd),"AppZen is the leader in Finance AI software. Our patented software is the only autonomous spend software to understand financial transactions and enable automatic decisions based on finance policies. Using AI deep learning, semantic analysis, and computer vision, AppZen accurately processes intelligence from thousands of data sources and images to better understand financial transactions and empower business decisions. AppZen has saved customers more than $500M and increased efficiency by 90 percent by eliminating 1M hours of manual work. Over 1,800 enterprises use AppZen for autonomous expense and accounts payable processes, reduced expenditures and real-time insights into business spend trends.

We are looking for a Machine Learning Engineer to come and work on our growing AI stack. One of your primary responsibilities will be to code production quality deliverables in tandem with the engineering team. You will be working with a team of highly skilled machine learning engineers. If you are excited about computer vision and natural language processing, AppZen is the right place for you to apply and grow your skills."
DoorDash,3.9,"Senior Data Scientist, Machine Learning (Multiple Teams)","San Francisco, CA",151.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable,"Come help us build the world's most reliable on-demand, logistics engine for delivery! We are bringing on talented senior Data Scientists to help us develop and improve the models that power DoorDash's three-sided marketplace of consumers, merchants, and dashers. We are looking for Economists, Physicists, Mathematicians, Statisticians, and senior quantitative researchers from all disciplines. You can read more about the types of Data Scientists we are looking for in our blog post Wanted: Data Scientists with Technical Brilliance AND Business Sense .
As a senior Data Scientist, you will have the opportunity to leverage our robust data and machine learning infrastructure to develop inference and optimization models that impact millions of users across our three audiences and tackle our most challenging business problems. You will work with other data scientists, engineers, analysts, and product managers to develop and iterate on models to help us grow our business.
Example Projects
Use casual inference to forecast the supply of available dashers as well as incoming delivery demand
Improve our recommendation, personalization and ranking algorithms (read more about it here )
Build econometric models for next generation pricing and pay algorithms
Improve operations research models used in real time vehicle routing in major metropolitan areas
Predict food preparation time for over 50,000 merchant partners
About You
High-energy and confident — you’ll do whatever it takes to win
You’re an owner — driven, focused, and quick to take ownership of your work
Humble — you’re willing to jump in and you’re open to feedback
Adaptable, resilient, and able to thrive in ambiguity — things change quickly in our fast-paced startup and you’ll need to be able to keep up!
Growth-minded — you’re eager to expand your skill set and excited to carve out your career path in a hyper-growth setting
Desire for impact — ready to take on a lot of responsibility and work collaboratively with your team
Qualifications
5+ years of industry experience developing inference and optimization models with business impact — more experience preferred
Masters or PhD in Statistics, Economics, Mathematics, Physics, Economics, Operations Research, or other quantitative field
Deep understanding of at least one of probability, statistics, machine learning, causal inference, prediction, forecasting, optimization
Demonstrated coding and programming abilities (Python preferred)
Why You’ll Love Working at DoorDash
We are leaders - Leadership is not limited to our management team. It’s something everyone at DoorDash embraces and embodies.
We are doers - We believe the only way to predict the future is to build it. Creating solutions that will lead our company and our industry is what we do -- on every project, every day.
We are learning - We’re not afraid to dig in and uncover the truth, even if it’s scary or inconvenient. Everyone here is continually learning on the job, no matter if we’ve been in a role for one year or one minute.
We are customer obsessed - Our mission is to grow and empower local economies. We are committed to our customers, merchants, and dashers and believe in connecting people with possibility.
We are all DoorDash - The magic of DoorDash is our people, together making our inspiring goals attainable and driving us to greater heights.
We offer great compensation packages and comprehensive health benefits.
About DoorDash
DoorDash is a technology company that connects customers with their favorite local and national businesses in over 4,000 cities and all 50 states across the United States and Canada. Founded in 2013, DoorDash empowers merchants to grow their businesses by offering on-demand delivery, data-driven insights, and better in-store efficiency, providing delightful experiences from door to door. By building the last-mile delivery infrastructure for local cities, DoorDash is bringing communities closer, one doorstep at a time. Read more on the DoorDash blog or at www.doordash.com .
Our Commitment to Diversity and Inclusion
We’re committed to growing and empowering a more inclusive community within our company, industry, and cities. That’s why we hire and cultivate diverse teams of the best and brightest from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel."
Xerox,3.2,Machine Learning Scientist,"Palo Alto, CA",133.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"City: Palo Alto, Cary
State/Province: California, North Carolina
Country: United States
Department: Research & Development
Date: Friday, November 20, 2020
Working time: Full-time
Ref#: 20009907
Job Level: Individual Contributor"
Aspire Public Schools,3.8,Quantitative Analyst,"Oakland, CA",115.0,Full-time,1001 to 5000 employees,school / school district,education,$100 to $500 million (usd),"About Aspire:
Aspire Public Schools operates a network of high-performing, college preparatory charter schools serving TK-12 scholars in communities across California. Founded in 1998—in an effort to transform the inequitable racial, social, and gender outcomes that our communities persist through—Aspire is one of the largest and most forward-thinking open-enrollment public charter school systems in the nation.
Our purpose is to prepare our scholars for success in college, career, and life. At Aspire, we set a foundation for our scholars to gain knowledge, skills, and power to access and make choices for their families and post-secondary lives. Every day, our community of students, families, teachers and staff comes together to learn, work, and play in an environment grounded in our values of Bienestar (Well-Being), Culture of Belonging, Community Partnership, Agency & Self-Determination, and Joy.


The Quantitative Analyst is a vital part of the Research & Analytics team in helping to ensure that data is used to support decision-making at all levels of the organization. You will be an important part of the group ensuring that teachers, principals, our home and regional offices, and senior leadership team have actionable, accurate, and accessible tools by which they can answer important questions and forecast needs. In addition, you will support the continuous improvement of our portfolio of data products, including data dashboards and long-term research projects that support student learning. Success in this work will require the development of positive, collaborative, cross-functional relationships with the Information Systems, Engineering, Instructional, and various interdisciplinary teams across Aspire.

Aspire Public Schools is an equal opportunity employer and does not discriminate on the basis of race, color, gender, religion, age, sexual orientation, national or ethnic origin, disability, marital status, veteran status, or any other occupationally irrelevant criteria. Aspire promotes affirmative action for minorities, women, disabled persons, and veterans."
AppZen,3.9,Machine Learning Engineer,"San Jose, CA",145.0,Full-time,51 to 200 employees,company - private,finance,$1 to $5 million (usd),"AppZen is the leader in Finance AI software. Our patented software is the only autonomous spend software to understand financial transactions and enable automatic decisions based on finance policies. Using AI deep learning, semantic analysis, and computer vision, AppZen accurately processes intelligence from thousands of data sources and images to better understand financial transactions and empower business decisions. AppZen has saved customers more than $500M and increased efficiency by 90 percent by eliminating 1M hours of manual work. Over 1,800 enterprises use AppZen for autonomous expense and accounts payable processes, reduced expenditures and real-time insights into business spend trends.

We are looking for a Machine Learning Engineer to come and work on our growing AI stack. One of your primary responsibilities will be to code production quality deliverables in tandem with the engineering team. You will be working with a team of highly skilled machine learning engineers. If you are excited about computer vision and natural language processing, AppZen is the right place for you to apply and grow your skills."
"Bio-Rad Laboratories, Inc.",3.5,Senior Data Scientist,"Hercules, CA",134.0,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd),"We are seeking a data scientist to be part of an elite data science team responsible for creating innovative tools, methods and best practices around the scientific literature. The ideal candidate cares deeply about developing and implementing solutions that dramatically improve one's ability to integrate and quantify knowledge extracted from millions of scientific publications.
Responsibilities
Participating in identifying, experimenting and testing of new ways to deliver value from combinations of operational data, customer data and third-party data sources.
Transforming and blending complex datasets both structured and unstructured into scientific insights.
Performing descriptive, exploratory and inferential statistical analysis as well as supervised and unsupervised machine learning.
Building data pipelines for processing natural language text at scale."
Faire,4.7,Senior Data Scientist - Marketplace Optimization,"San Francisco, CA",125.5,Full-time,201 to 500 employees,company - private,business services,unknown / non-applicable,"About Faire

Faire is an online wholesale marketplace built on the belief that the future of retail is local. There are over 1M independent retailers in the U.S. and Canada doing more than twice the revenue of Walmart and Amazon combined. At Faire, we're using the power of technology and data to connect a growing community of over 150,000 brands and independent retailers around the world. Picture your favorite boutique in town — we help them discover the best products to sell in their stores. By empowering entrepreneurs with the right tools and insights, we believe that we can level the playing field so that small businesses can compete with big box and e-commerce giants. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.

Job Description

At Faire we build elegant and efficient products to deliver superior customer experiences and enhance marketplace efficiency at the same time. From the mobile checkout process, to personalized search ranking, to the intelligent underwriting engine that determines credit limits for retailers --- we are constantly iterating and innovating our product offering to create more value for the ecosystem.

You'll work on a diverse set of problems such as optimizing reverse logistics and freight costs, determine optimal pricing for products on resale channels, compute optimal credit limits, and grow Faire's subscription program. You will be working closely with other data scientists, engineers, and product managers to drive projects that derive value from our unique, rich, and rapidly growing data on two sided marketplace.


Leverage machine learning to optimize Faire's membership program by maximizing subscription enrollment while minimizing the program cost.
Modeling and forecasting demand and supply to enable optimal pricing strategies to help increase Faire's resale channel sales.
Improve Faire's credit portfolio by evaluating creditworthiness of retailers on Faire's platform; use predictive modeling to dynamically assign credit limits that minimize default risk and maximize growth.


An advanced degree (MS or PhD) in a relevant discipline such as statistics, economics, econometrics, mathematics, computer science, operations research, etc.
3+ years of experience using predictive modeling and analyses to solve real world problems with large datasets
track record for executing independent projects and leading complex, multi-functional projects with several dependencies.
can effectively and patiently work with others in a closely collaborative team environment and evangelize experimentation to the organization.
Proficiency with Python / R and SQL.
Strong communication skills and the ability to work with others in a closely collaborative team environment.
Prior experience solving data problems in two-sided marketplaces is a big plus.

Why you'll love working at Faire

Faire is being built for entrepreneurs, by entrepreneurs. We believe entrepreneurship is a calling and our mission is to empower entrepreneurs to chase their dreams. Every member of our team is an owner of the business and taking part in the founding process.
We are leveraging the power of product innovation and machine learning to connect brands and boutiques from all over the world, building a growing community of over 100,000 small business owners.
Everything we do is ultimately in the service of helping our customers grow their business because our goal is to grow the pie - not steal a piece from it. Running a small business is hard work, but using Faire makes it easy.
Inquisitive by default, we explore every possibility, test every assumption, and develop creative solutions to the challenges at hand. We lead with curiosity and data in our decision making, and reason from a first principles mentality.

Faire was founded in 2017 by a team of early product and engineering leads from Square. We're backed by some of the top investors in retail and tech including: Y Combinator, Lightspeed Venture Partners, Forerunner Ventures, Khosla Ventures, Sequoia Capital, Founders Fund, and DST Global. We have headquarters in San Francisco and Kitchener-Waterloo, and a global employee presence across offices in Salt Lake City, Atlanta, Toronto, London and Sao Paulo. To learn more about Faire and our customers, you can read more on our blog .

Faire provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity or gender expression."
Dell Technologies,4.2,Data Analyst-AI/ML (Remote-US),"San Francisco, CA",103.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"We put the same vision into optimizing the online user experience as we do in creating game-changing products. This is where our E-Business professionals come into their own. They are industry experts on emerging technology. They manage the development, implementation and coordination of cutting-edge internet marketing strategies while driving merchandising product placement, pathing, promotion and content to optimize conversion and consideration. The team also leads on campaign management, product launch, online merchandising and end-to-end conversion.
Join us as a Data Analyst on our Dell Digital Analytics and Data Science team to do the best work of your career and make a profound social impact. This position is open to remote workers in the US.
What you’ll achieve
As a Data Analyst, you will be responsible for delivering analytical insights to provide actionable recommendations to influence Online Support (ie. “dell.com/support” and “Dell Community”) product development and to optimize user experience by considering the speed, stability, and user behaviors of the website. You will work with data engineers, data scientists, architects, application product owners, software developers, UX designers, and business partners on improving Online Support’s CSAT (Customer Satisfaction), TTI (Time to Interact), and case deflection rate."
Sisu,4.1,Machine Learning Engineer,"San Francisco, CA",122.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable,"At Sisu, we're building a software platform that empowers people to make better decisions using data. Based on years of cutting-edge research at Stanford, Sisu enables users to quickly and comprehensively understand what’s driving their key metrics, so they never miss a window of opportunity to act.

Sisu leverages the massive amounts of data available within private, first-party data warehouses, which capture a real-time, structured view of organizational behavior. By monitoring the performance of key metrics like revenue, retention, and churn, and their relationships to interactions between key factors like user demographics, campaigns, and acquisition channels, we can help users make better decisions. The key problem Sisu solves is to help identify what’s driving change among this enormous feature and hypothesis space. To do so, we combine statistical analysis and machine learning at scale to provide users personalized, real-time diagnoses of changes in their metrics via an explainable, interpretable user interface.

As a machine learning engineer, you’ll have the opportunity to shape the future of machine learning on massive, structured data. Much like public search engines rely on sophisticated models for ranking and relevance over unstructured text, machine learning is integral to Sisu’s value proposition of ranking and highlighting key drivers behind metrics derived from structured data. These results inform our users on how to take action as their businesses are changing."
Picarro,3.0,Data Scientist- Utilities/Energy,"Santa Clara, CA",137.0,Full-time,1 to 50 employees,company - private,manufacturing,$25 to $50 million (usd),"Data Scientist – Utilities / Energy Specialization
The opportunity: Picarro is seeking a Data Scientist to work with our Data Analytics Team, supporting our flagship suite of energy products. The Picarro Data Analytics Platform allows customers across the Utility industry to collect data and draw insights on their natural-gas assets, spanning the entire supply chain, from the wellhead to the consumer. In this role, you will use your domain expertise to conduct analyses, build models, and develop software capabilities that add value to the Picarro solution.
Due to COVID-19, this position will start remotely and transition into working on location or in hybrid format in either Santa Clara, CA or Raleigh-Durham, NC.
Responsibilities:
Deliver custom analyses based on an in-depth understanding of underlying data, data structures, and business problems.
Seek out and evaluate external datasets that have potential to improve models. Apply quantitative analysis and data mining on multiple diverse datasets to uncover business value."
C3 AI,4.6,Data Scientist / Senior Data Scientist,"Redwood City, CA",127.5,Full-time,501 to 1000 employees,company - public,information technology,$100 to $500 million (usd),"C3.ai, Inc. (NYSE: AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
As a Data Scientist or Senior Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.


Driving adoption of Deep Learning systems into next-generation of C3 AI products.

Designing and deploying Machine Learning algorithms for industrial applications such as fraud detection and predictive maintenance.

Collaborating with data and subject matter experts from C3 AI and its customer teams to seek, understand, validate, interpret, and correctly use new data elements.


MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields.

Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning).

Strong mathematical background (linear algebra, calculus, probability and statistics).

Experience with scalable ML (MapReduce, streaming).

Ability to drive a project and work both independently and in a team.

Smart, motivated, can do attitude, and seeks to make a difference.

Excellent verbal and written communication.

Preferred

Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.

Knowledge in electrical engineering and cyber-physical systems is a plus.

A portfolio of projects (GitHub, papers, etc.) is a plus.

C3 AI provides a competitive compensation package and excellent benefits including:

Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.

C3 AI is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status."
